   4.03338    6   1.00000   0.00000
    1    0.61984E-02    0.20145E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    2    0.50610E-02    0.51082E+02    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    3    0.12722E-01    0.24354E+02    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    4    0.54128E-01    0.11926E+02    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    5    0.80335E+00    0.13533E+02    0.10000E+01    0.23183E+01    0.35257E+01    0.39570E+01    0.44493E+01
    6    0.33331E+00    0.88499E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
   2.27886    6   1.00000   0.00000
    1    0.12723E-01    0.68946E-01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    2    0.10401E-01    0.17462E+02    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    3    0.25933E-01    0.83925E+01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    4    0.10574E+00    0.42889E+01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    5    0.92152E+00    0.11531E+02    0.10000E+01    0.23722E+01    0.35892E+01    0.40291E+01    0.44670E+01
    6    0.50811E+00    0.40782E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
  11.60040    6   1.00000   0.00000
    1    0.62381E-01    0.10862E-01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    2    0.51467E-01    0.27257E+01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    3    0.12084E+00    0.13912E+01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    4    0.37905E+00    0.92416E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    5    0.98712E+00    0.10511E+02    0.10000E+01    0.24073E+01    0.36267E+01    0.40767E+01    0.45013E+01
    6    0.84209E+00    0.19008E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
  15.49370    6   1.00000   0.00000
    1    0.39764E+00    0.12510E-02    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    2    0.34996E+00    0.29429E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    3    0.57695E+00    0.21392E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    4    0.85829E+00    0.29963E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    5    0.99903E+00    0.10298E+02    0.10000E+01    0.24285E+01    0.36602E+01    0.41232E+01    0.45635E+01
    6    0.98145E+00    0.11973E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
  35.26340    6   1.00000   0.00000
    1    0.99116E+00    0.35185E-03    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    2    0.98918E+00    0.72993E-01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    3    0.99570E+00    0.86902E-01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    4    0.99903E+00    0.18047E+00    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
    5    0.10000E+01    0.10289E+02    0.10000E+01    0.24659E+01    0.37220E+01    0.42394E+01    0.47005E+01
    6    0.99989E+00    0.82392E-01    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
  54.13900    6   1.00000   0.00000
    1    0.10000E+01    0.22077E-03    0.10000E+01    0.00000E+00    0.50000E+00    0.00000E+00    0.00000E+00
